id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
10-16,Grand bâton qui sont chassés préfèrent vivre dans le,"{'text': array(['espace', 'océan', 'désert', 'terres boisées'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un cerf vit dans une forêt,1.0,1.71,dc78319bb0,52
10-13,Que forment les processus géologiques naturels?,"{'text': array(['animaux', 'matière sans vie', ""débit d'air"", 'entreprises'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,tous les minéraux sont formés par des processus géologiques naturels,0.83,1.33,1e6dc77bb6,47
14-600,Les éléments ont transformé les plus hauts sommets de l'Amérique en,"{'text': array(['blocs de marbre', ""châteaux d'ivoire"", ""tours d'or"",
       'roches lâches'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,se décomposer signifie changer d'un tout en morceaux,1.0,1.2,dc78319bb0,67
14-365,Éviter l'utilisation de combustibles fossiles est un exemple de quoi?,"{'text': array(['garder naturel', 'détruire', 'éliminer', 'brûlure'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de conservation n'est pas l'utilisation de combustibles fossiles,0.8,1.6,1e6dc77bb6,69
9-180,Quel impact sur la capacité des objets à réfléchir la lumière?,"{'text': array(['palette de couleurs', 'poids', 'hauteur', 'odeur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"comme la légèreté dans la couleur d'un objet augmente, la capacité de cet objet à réfléchir la lumière augmentera",1.0,2.0,1e6dc77bb6,62
10-37,Les chauves-souris utilisent les organes du côté de leur tête pour,"{'text': array(['recevoir des impulsions radio courtes',
       'retenez leurs lunettes de soleil',
       ""créer l'ascenseur pour le vol"", 'attirer un partenaire potentiel'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les chauves-souris peuvent écholoquer,1.0,1.67,dc78319bb0,66
14-1044,Quelle est la meilleure chose à faire pour un environnement?,"{'text': array(['la culture de roses et de mauvaises herbes',
       ""introduction d'une nouvelle espèce"",
       ""plantation d'arbres pour remplacer ceux tombés"",
       'éparpillement des ordures et des déchets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un arbre peut être remplacé par un nouvel arbre,1.0,1.8,52dbc5c7af,60
12-615,Prendre des douches plus courtes est un excellent moyen de conserver,"{'text': array(['H2O', 'essence', 'soleil', 'électricité'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de conservation est d'éviter les déchets,0.8,2.0,dc78319bb0,68
12-889,Les véhicules à batterie ont moins d'émissions que les véhicules à batterie,"{'text': array(['tondeuses à gazon', 'turbines éoliennes', 'énergie solaire',
       'dragsters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'électricité cause moins de pollution que l'essence,1.0,1.6,dc78319bb0,75
7-1090,"Après un feu de forêt, les créatures survivantes doivent","{'text': array(['trouver de nouvelles maisons', 'creuser pour la nourriture',
       'reproduit', 'lutte pour le leadership'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"si un habitat ne peut plus soutenir des animaux, ces animaux se déplaceront dans une autre zone",0.8,1.4,b356d338b7,56
14-959,Ceci serait associé à un manque de lumière solaire:,"{'text': array(['un large désert de sable',
       'acide carbonique dans les eaux souterraines',
       'une scène de plage tropicale',
       'une plantation de riz dans le Nord'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une caverne est formée par l'acide carbonique dans les eaux souterraines s'infiltrant dans la roche et dissolvant le calcaire,0.8,1.6,7b06152ffc,51
12-111,"Si un chiot marche sur une cigarette allumée, il est probable que","{'text': array(['heureux', 'gonflement', 'magnifique', 'douleur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,brûler une chose vivante cause habituellement du mal à cette chose vivante,1.0,1.8,b356d338b7,65
9-1077,"Le soleil est une source de laquelle, d'abord et avant tout?","{'text': array(['Lumière', 'Énergie', 'Chaleur', 'Éléments nutritifs)'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le soleil est une source de lumière appelée soleil,1.0,1.8,6fcf2544e8,60
13-642,"Si je voulais faire avancer quelque chose, je pourrais","{'text': array(['ralentissez', ""c'est un piège"", 'arrête', 'roule-le'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"à mesure que la force exercée sur un objet augmente, la distance parcourue augmentera",1.0,2.0,cee82219a0,54
13-839,Un exemple de conservation est d'éviter l'utilisation de,"{'text': array(['vêtements', 'essence', 'neige', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"lorsque les ressources disponibles diminuent dans un environnement, les organismes doivent conserver ces ressources",1.0,2.0,52dbc5c7af,56
11-154,Qu'est-ce qui pourrait provoquer un changement de la surface de la Terre?,"{'text': array(['Bouteilles en plastique', 'Le bonheur', 'Amour', 'Tristesse'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les événements naturels provoquent généralement des changements à la surface de la Terre,1.0,1.6,cee82219a0,73
14-750,Lequel aurait le goût le plus semblable au sucre?,"{'text': array(['tabac', 'viande', 'une mandarine', 'riz'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le sucre fait goûter les aliments sucrés,1.0,2.0,7b06152ffc,49
12-756,nous n'avons de diamants qu'à cause de l'existence de,"{'text': array(['bacon brut', 'machines', 'pression', 'travail'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la chaleur et la pression extrêmes des sédiments compacts dans la roche sédimentaire,0.8,2.0,52dbc5c7af,53
8-120,"si une personne déchire son carnet, que se passe-t-il ?","{'text': array(['toutes les options mentionnées', 'la forme devient différente',
       'il faut une nouvelle structure', 'il perd sa forme originale'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,déchirer un objet change sa forme,1.0,1.0,cf7109905e,55
10-183,Une serre est utilisée pour protéger les plantes de quoi?,"{'text': array(['nutriments', 'vents froids', 'socialisation', 'air frais'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une serre est utilisée pour protéger les plantes du froid,0.8,2.0,1e6dc77bb6,57
14-903,Plus de 100 degrés Celsius une sorte d'eau est quoi ?,"{'text': array(['particules de vapeur', 'solide', 'glace', 'frigide'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la vapeur est une sorte d'eau au-dessus de 100 degrés celsius,1.0,2.0,1e6dc77bb6,53
14-1449,"Si quelqu'un meurt de soif, il peut s'hydrater","{'text': array(['capturer la pluie', ""visite d'une vallée"", ""boire de l'acide"",
       'trouver de la neige'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,acide peut provoquer des changements chimiques,0.8,1.0,52dbc5c7af,46
12-841,L'utilisation de moins d'anthracite a un impact positif sur la,"{'text': array(['marché boursier', 'écosystème', 'installations houillères',
       'entreprises électriques'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,conservation des ressources a un impact positif sur l'environnement,1.0,2.0,dc78319bb0,62
10-115,"Un matin où le temps est clair, le ciel est","{'text': array(['lumineux', 'nuageux', 'orageux', 'sombre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un temps clair signifie un temps ensoleillé,0.83,1.0,83ad69bf22,43
12-563,"Si toutes les punaises de pommes de terre sont infertiles, elles seront probablement","{'text': array(['faire des efforts pour mourir de faim',
       'se reproduisent avec des chats', 'être très triste à ce sujet',
       'cesser de peupler la terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si tous les membres d'une espèce ne peuvent pas produire de progéniture, cette espèce deviendra probablement disparue",1.0,1.8,b356d338b7,84
7-24,Un smack sur une planche en bois peut être entendu à un mille de distance,"{'text': array([""parce que le son passe par l'oxygène"",
       'à cause du fonctionnement du son',
       'parce que les vibrations peuvent bouger',
       ""parce que le son vibre dans l'atmosphère""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le son peut voyager par avion,1.0,0.6,b356d338b7,73
14-667,"Si un être se déplace régulièrement, alors cet être est","{'text': array(['à peine en bonne santé', 'probablement forte',
       'sur le point de mourir', 'faire un petit mouvement'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,l'exercice a un impact positif sur la santé humaine,0.8,1.4,b356d338b7,55
12-448,Plancton peut être la nourriture ainsi que le créateur de,"{'text': array(['eau', 'magie', 'nourriture', 'alcool'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"Dans le processus de la chaîne alimentaire, certains types de plancton ont le rôle de producteur",1.0,2.0,dc78319bb0,57
7-293,Les barres de sable font partie de la plupart des mers parce qu'il y a,"{'text': array(['vagues qui règlent le limon', 'beaucoup de pierres dans les mers',
       'les endroits où les poissons mangent',
       'sable qui doit être empilé'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une barre de sable est formée par l'eau qui déplace les sédiments en aval,0.8,1.8,b356d338b7,70
833,Qui est le plus susceptible de faire trembler un animal?,"{'text': array(['5 degrés celsius', '42 degrés Fahrenheit', '6 degrés Celsius',
       '8 degrés Celsius'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les températures froides font trembler les animaux,1.0,1.0,64d9056837,56
12-1138,"Une fois l'œuf éclos, un cygne a donné naissance à","{'text': array(['une fillette', 'une pierre', 'un bébé humain', 'un œuf'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une progéniture maternelle,1.0,1.2,dc78319bb0,50
10-1196,Un exemple précoce d'exploitation de l'énergie éolienne serait,"{'text': array(['licornes', 'santas volant des rennes', 'des discours venteux',
       'tissu sur mâts'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le vent est une source d'énergie,1.0,2.0,e223f36ae0,62
7-714,"Après que le loup ait mangé tous les lapins, il a survécu:","{'text': array(['eau', 'les plantes.', 'matières grasses', 'chance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un animal peut survivre dans un environnement avec peu de nourriture en stockant des graisses,0.8,1.4,0317ce7c33,58
10-210,Une ampoule sera allumée si tout est mis à part,"{'text': array(['allumé', 'sur une étagère', ""raccordé à l'électricité"",
       'vissé dans'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une ampoule nécessite de l'énergie électrique pour produire de la lumière,0.8,1.6,b356d338b7,47
1428,De nouvelles plantes sont apparues partout où les graines ont été prises par,"{'text': array(['brises fraîches', 'magie', 'chance', 'démons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,plante nécessite la dispersion des graines pour la reproduction,1.0,2.0,0317ce7c33,76
12-98,"Si notre globe est divisé en deux, les innards seraient","{'text': array(['pierre', 'glace', 'creux', 'or'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,La surface de la Terre est faite de roche,1.0,1.4,b356d338b7,55
12-1017,Pourquoi il y a plus de cerfs quand il y a beaucoup de pluie ?,"{'text': array([""tous les dauphins volent vers le sud pour l'hiver"",
       'plus de pluie signifie que rien ne pousse',
       'Un personnage biblique a emmené tous les autres animaux avec lui',
       ""l'eau abondante signifie plus de végétation""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'augmentation de quelque chose requis par un organisme a un impact positif sur la survie de cet organisme,1.0,2.0,7c933a44d8,62
11-450,Lequel de ces endroits est le plus mauvais pour l'origan?,"{'text': array(['champ', 'exploitation agricole', 'serre', 'grotte'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'obscurité a un impact négatif sur la photosynthèse,1.0,1.6,0317ce7c33,57
11-483,Les organismes susceptibles d'avoir les feuilles les plus cireuses sont :,"{'text': array(['oiseaux', 'gorille', 'humains', 'jades'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les feuilles cireuses sont utilisées pour stocker l'eau par certaines plantes,1.0,1.8,7b06152ffc,73
10-502,La terre reçoit des quantités inégales de rayons UV en raison,"{'text': array(['hauteur', 'distance', ""c'est l'axe"", 'largeur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'inclinaison de la Terre sur son axe fait que les côtés de la Terre reçoivent moins d'énergie du Soleil que l'autre côté,1.0,2.0,dc78319bb0,61
14-1504,Un mouvement atmosphérique lourd est souhaitable si vous avez,"{'text': array(['plaques en papier', 'cheveux parfaits', 'une éolienne',
       'un match de badminton'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,windy signifie des vitesses de vent élevées,1.0,2.0,7c933a44d8,61
10-963,Que pouvez-vous utiliser pour protéger vos yeux du soleil?,"{'text': array(['chaussures', 'pantalon', 'clous', 'feuille de papier'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,regarder directement une éclipse du Soleil cause des dommages aux yeux,1.0,0.4,cee82219a0,58
11-437,Quelle activité augmenterait le plus le CO2 atmosphérique?,"{'text': array(['jardinage', 'marche', 'conduite en bateau à moteur',
       ""plantation d'arbres""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les concentrations de dioxyde de carbone dans l'air ont augmenté considérablement au cours de la dernière décennie,1.0,2.0,7b06152ffc,58
9-1187,Un animal a besoin de quoi cultiver et réparer?,"{'text': array(['calories de subsistance', 'eau chaude', 'actions de reproduction',
       'chasseurs ammo'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un animal a besoin de nutriments pour grandir et guérir,1.0,2.0,52dbc5c7af,47
11-4,Un papillon qui subit une métamorphose changera,"{'text': array(['sexe', 'forme', 'espèce', 'religion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une mite subit une métamorphose,1.0,2.0,b356d338b7,47
7-1107,que peut-on trouver où se déroule la photosynthèse?,"{'text': array(['une pigmentation verte', 'un pigment bleu',
       'un pigment de chlore', 'de chlorure'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un chloroplaste contient de la chlorophylle,1.0,1.8,cf7109905e,51
13-198,À mesure que les véhicules deviennent plus efficaces consommation de pétro,"{'text': array(['augmentation', 'arrêts', 'diminutions', 'rester le même'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"à mesure que le kilométrage par galon d'essence augmente, la quantité d'essence utilisée diminuera",1.0,2.0,dc78319bb0,74
9-451,qui verrait mieux dans un tunnel souterrain ?,"{'text': array(['un garçon avec un stylo', 'un homme avec un bâton',
       'un homme avec une cuillère', 'un homme avec une bougie et match'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une bougie est une source de lumière lorsqu'elle est brûlée,1.0,2.0,cf7109905e,45
14-1309,Quel organisme mangerait du poisson et vivrait dans les marais?,"{'text': array(['un arbre', 'une baleine', 'un warthog', 'un alligator'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les alligators mangent du poisson,0.8,1.6,7b06152ffc,63
10-593,"Après une semaine de tempêtes, le lac voisin a maintenant plus","{'text': array(['poissons', 'oiseaux', 'liquide', 'végétaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les tempêtes font augmenter la quantité d'eau qu'elles contiennent,1.0,1.8,7189327f06,62
12-160,Que pourrais-je faire pendant le cycle de la journée sur terre ?,"{'text': array(['utilisant la magie', 'faire un pique-nique',
       'temps de déplacement', 'conduite de voitures volantes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le soleil est la source d'énergie pour les cycles physiques sur Terre,1.0,1.8,cee82219a0,64
7-830,"Le but des plumes d'oiseaux, surtout vers le bas, est de","{'text': array(['maintenir la température corporelle', ""contenir de l'humidité"",
       ""déplacer l'air autour"", 'aide au vol'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les plumes duvet sont un isolant d'énergie thermique,1.0,2.0,b356d338b7,56
10-1171,Le symbole national pour les États-Unis serait très probablement manger,"{'text': array(['céphalées', 'oiseaux', 'moustiques', 'saumon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les aigles mangent du poisson,0.83,1.0,474293f37c,71
12-936,"Si quelqu'un veut voir si la respiration est humide, il peut","{'text': array([""regardez pousser de l'herbe"", 'respirer sur un tissu',
       'tenir dans une éternue', 'regarder la peinture sèche'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,souffle contient vapeur d'eau,1.0,2.0,b356d338b7,60
579,Quel corps couvre l'animal qui grince ?,"{'text': array(['Peau', 'Plumes', 'Échelles', 'Fourrure'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,poulets cueillir,1.0,2.0,e57e0b59c9,39
13-590,C'est la dernière partie,"{'text': array(['crise de la mi-vie', 'mutation', 'sens de mode',
       'régime alimentaire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une mite subit une métamorphose,0.8,1.6,dc78319bb0,24
14-1180,Quels sont les trois événements susceptibles de se produire une fois par jour?,"{'text': array(['3 cycles de jour, 3 cycles de nuit, et les oiseaux chantent au lever du soleil',
       'un cycle de jour, un cycle de nuit et une moto',
       'un cycle de jour, un cycle de nuit, et des oiseaux chantant au lever du soleil',
       'un cycle de jour, un cycle de nuit et des oiseaux volant'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,cycles de jour et de nuit se produisent une fois par jour,0.8,1.8,7b06152ffc,78
12-1084,Quelle créature est construite pour se déplacer bien que les courants humides?,"{'text': array(['un humain', 'un marsouin', 'un chat', 'un oiseau'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,nager c'est quand les humains peuvent se déplacer dans l'eau,1.0,2.0,7b06152ffc,78
14-141,Vivre sous terre peut être utilisé pour se cacher de quoi?,"{'text': array(['produits alimentaires', 'chasseurs', 'terre', 'eau'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,vivant sous terre peut être utilisé pour se cacher des prédateurs,1.0,2.0,1e6dc77bb6,58
10-817,Pour explorer les régions d'une nova super vous aurez besoin,"{'text': array(['prendre une photo', 'pour regarder vers le haut', 'grande vision',
       'cylindre avec miroirs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une observation détaillée des objets célestes nécessite un télescope,1.0,1.4,dc78319bb0,60
13-482,Pourquoi les entreprises réchauffent-elles le lait avant de le mettre en bouteille ?,"{'text': array(['le lait est probablement aigre', 'ça a mauvais goût',
       'petits organismes pourraient vous rendre malade',
       ""la vache pourrait s'énerver""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pasteurisation réduit la quantité de bactéries dans le lait,1.0,2.0,0317ce7c33,84
12-2,La lumière dans la soirée fera ce que l'automne approche,"{'text': array(['briller plus longtemps', 'se terminer plus tôt',
       'durer plus longtemps', 'rester plus tard'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"lorsque les saisons changent de l'été à l'automne, la quantité de lumière du jour diminuera",1.0,2.0,b356d338b7,56
7-69,"Comme les feuilles tournent du vert à l'or, un autre changement est","{'text': array([""l'obscurité vient plus tôt"", 'le soleil brille',
       'plus de tempêtes de pluie', 'temps plus chaud'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"lorsque les saisons changent de l'été à l'automne, la quantité de lumière du jour diminuera",1.0,1.4,b356d338b7,67
10-774,Le dioxyde de carbone peut être trouvé dans ce qui passe par,"{'text': array(['cou', 'oreilles', 'yeux', 'cerveau'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le dioxyde de carbone peut être trouvé dans l'air,1.0,0.8,7189327f06,60
14-1434,La maladie a un impact négatif sur la santé de quoi?,"{'text': array(['roches', 'briques', 'lamas', 'plastiques'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la maladie a un impact négatif sur la santé d'un organisme,1.0,2.0,fceb6ad063,52
11-9,Lequel d'entre eux est un effet secondaire de l'agriculture végétale?,"{'text': array(['clowns', 'chiens heureux', 'maladie des engrais', 'chats'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le ruissellement contient des engrais provenant des terres cultivées,1.0,2.0,0317ce7c33,69
9-356,Qu'est-ce qui fait baisser la masse des objets?,"{'text': array(['traction planétaire', 'vent', ""force de l'eau"", 'poids'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la force gravitationnelle provoque la destruction d'objets qui ont une masse sur une planète,0.8,1.8,1e6dc77bb6,47
10-611,Ce qui est présent dans la mort à la fin du cycle de vie,"{'text': array(['spiritueux', 'Bactéries', 'Dieu', 'Produits alimentaires'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la décomposition est quand un décomposeur décompose les organismes morts,1.0,1.0,cee82219a0,56
10-119,Un chat trouve qu'il est plus facile d'obtenir une prise en montée,"{'text': array(['poteau en plastique', 'perche tapissée', 'pâte glacée',
       'pôle métallique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la rugosité d'une surface augmente, la friction augmentera",0.8,1.6,b356d338b7,66
14-1287,Qui a un enfant qui va manquer d'être un pupa ?,"{'text': array(['une fourmi', 'une abeille', 'un papillon', 'une girafe'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le stade pupa est un stade du processus de métamorphose de certains animaux,1.0,2.0,7c933a44d8,47
11-703,Lequel des éléments suivants serait considéré comme non vivant?,"{'text': array(['un poil encore sur la tête', 'un lapin qui saute',
       'une feuille de palmier tombée', 'un humain qui court une piste'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,si une feuille tombe d'un arbre alors cette feuille est morte,1.0,1.8,7b06152ffc,63
14-1421,Lequel d'entre eux pourrait contribuer à la disparition d'une espèce?,"{'text': array(['Une abondance de végétation',
       'Un bon approvisionnement en proies',
       'Logement et accompagnement adéquats',
       'Une longue période sans pluie'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la diminution de quelque chose requis par un organisme a un impact négatif sur la survie de cet organisme,1.0,2.0,474293f37c,69
14-948,Les organismes météorologiques chauds vivent dans quel climat?,"{'text': array(['glacé', 'comme un été', 'glacé', 'frigide'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les organismes qui vivent dans des climats chauds,1.0,2.0,1e6dc77bb6,62
13-582,Les asperges pendant l'été sont interdites en raison de,"{'text': array(['la documentation', 'vaporisation', 'sollicitation',
       'voisins de la rue'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,évaporation lorsque l'eau est ramenée dans l'air pendant le cycle de l'eau,0.8,1.2,dc78319bb0,55
10-501,"Comme la croûte terrestre reçoit des radiations du soleil, elle","{'text': array(['rejets de CO2', 'perd de la masse', 'houle',
       'augmente thermiquement'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"la température pendant la journée augmente, la température dans un environnement augmente",0.8,1.6,dc78319bb0,63
13-691,"Si la nourriture est cuite, quel type d'énergie y est ajouté?","{'text': array(['solaire', 'froid', 'la chaleur', 'congélation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"si les aliments sont cuits, l'énergie thermique est ajoutée à ces aliments",0.8,1.6,1e6dc77bb6,61
14-638,Quelque chose qui pourrait nuire à un animal pourrait être,"{'text': array(['affection', 'câlins', 'amour', 'poinçons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les humains qui changent d'habitat animal causent généralement des dommages à ces animaux,1.0,2.0,cee82219a0,58
14-173,Un article qui pourrait avoir des matières plus serrées est,"{'text': array(['hélium', 'or', ""jus d'orange"", 'bois'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,matière à volume et forme variables suppose la forme et la taille de l'ensemble de son contenant,1.0,1.8,cee82219a0,59
12-978,Pour préparer les hamburgers et les hot-dogs pour manger vous avez besoin,"{'text': array(['paillettes', 'une cheminée', 'hommes de neige', 'arsenic'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la cuisson des aliments nécessite l'ajout d'énergie thermique,1.0,2.0,7c933a44d8,73
14-571,"Dans le monde naturel, le camouflage est utilisé par les animaux","{'text': array(['se démarquent parmi leurs piliers', ""éviter d'être un repas"",
       'look élégant pour les autres', 'rester au chaud en hiver'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,camouflage est utilisé pour se cacher par les animaux contre les prédateurs,1.0,2.0,3f32b550f3,64
14-1438,Au cours d'un entraînement vigoureux qui devra augmenter?,"{'text': array(['Solde', 'Pouls', 'Transpiration', 'Résistance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que l'énergie nécessaire à une activité augmente, l'impulsion augmentera",1.0,1.8,6fcf2544e8,57
7-750,Une fleur peut considérer que tout son point de vie est,"{'text': array(['propager le royaume animal', 'faire fleurir de nouvelles fleurs',
       'nourrir les abeilles et faire du miel',
       'diffuser ses composants génétiques autour de'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une fleur a pour but de produire des graines,0.8,1.6,b356d338b7,55
11-497,Quels sont les deux objets qui seraient le mieux alimentés par l'électricité?,"{'text': array([""une boîte d'étain et une fourchette en plastique"",
       ""un faisceau d'acier et une boîte de soude"",
       'une gomme et un crayon en bois',
       'gants pour la peau humaine et le caoutchouc'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si un conducteur électrique contacte un autre conducteur électrique, alors l'électricité passera par les deux conducteurs",0.8,1.8,7b06152ffc,77
14-1150,Les organismes morts sont la source de quoi pour les décomposeurs ?,"{'text': array(['nutriment', 'fierté', 'océans', 'personnes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les organismes morts sont la source de nutriments pour les décomposeurs,1.0,2.0,1e6dc77bb6,67
13-697,Lequel des éléments suivants est un exemple de décomposition?,"{'text': array(['un chien mangeant de la nourriture pour chien',
       ""quelque chose qui pousse sur un tronc d'arbre mort"",
       'un lion mangeant une gazelle',
       ""un perroquet mangeant des graines d'oiseaux""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,lorsqu'un décomposeur recycle des éléments nutritifs provenant d'organismes morts dans le sol en mangeant ces organismes morts,1.0,2.0,be7a45e47c,61
13-699,Laisser tomber du beurre dans une eau bouillante,"{'text': array(['sabot', 'grandir', 'liquéfy', 'regel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la fusion signifie passer d'un solide à un liquide en ajoutant de l'énergie thermique,1.0,2.0,dc78319bb0,48
9-516,"Lorsque l'acide s'est répandu sur la plante, la plante a commencé à","{'text': array(['fumée.', 'chanter', 'fleur', 'grandir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les réactions chimiques provoquent des changements chimiques,0.8,1.6,c1e2e5a65e,67
11-629,Les choses vivantes qui nécessitent de la chaleur sont probablement aussi nécessaires,"{'text': array(['perles', 'thé', 'présente', 'reins'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un animal a besoin de chaleur pour survivre,1.0,1.4,b356d338b7,85
