,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
4336,14-473,"as a source of light moves directly overhead of an object , the size of the shadow of that object will do what?","{'text': array(['increase', 'plummet', 'rise', 'grow'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as a source of light moves directly overhead of an object , the size of the shadow of that object will decrease",1.0,2.0,1e6dc77bb6
4337,14-475,"If someone wants you to stop, they want you to","{'text': array(['be fast', 'eat cheese', 'be slow', 'be still'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,stopped means no speed,1.0,2.0,bdb4135787
4338,14-477,Melting point means temperature at which a solid does what?,"{'text': array(['flys', 'gets melty', 'floats', 'sinks'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,melting point means temperature at which a solid melts,1.0,1.6,1e6dc77bb6
4339,14-479,A rocket's movement is most like a,"{'text': array(['rock', 'house', 'bag of gas', 'stone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a rocket engine is used to produce thrust by pushing gases out at a high speed,0.8,1.6,7c933a44d8
4340,14-480,One of tunas favorite prey is the,"{'text': array(['shark', 'hummingbird', 'cat', 'sardine'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,tuna eat fish,1.0,2.0,dc78319bb0
4341,14-482,Iron sticks to,"{'text': array(['a ceramic throne', 'a fridge', 'a vitamin', 'a beanie baby'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if something contains a large amount of magnetic material then that something will attract magnets,1.0,2.0,7c933a44d8
4342,14-483,Which of these objects would attract a magnet?,"{'text': array(['a door handle', 'a light bulb', 'a pillow', 'a baseball'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if something contains a large amount of magnetic material then that something will attract magnets,1.0,2.0,3c248b4dc4
4343,14-485,If you flick an empty glass of water with your finger it will,"{'text': array(['fill up', 'burst in flames', 'make a sound', 'evaporate'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,vibrating matter can produce sound,1.0,2.0,3f694a1978
4344,14-488,What rises and sets causing cycles of day and night?,"{'text': array(['the closest gas giant planet', 'another galaxy near ours',
       'the closest planet to earth', 'the closest yellow dwarf star'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the sun rising and setting causes cycles of day and night,1.0,2.0,78e0a411ed
4345,14-489,"When the sun rises, there is light and it is daytime. When is it night time?","{'text': array(['when its blue and Pink', 'when its down and lightless',
       'when its seven and eight.', 'when its dead and gone'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the sun rising and setting causes cycles of day and night,0.8,1.6,bdb4135787
4346,14-490,It's important to do this if you want your lab experiment to be performed correctly.,"{'text': array(['do the experiment blindfolded',
       'comprehend all the steps that will be involved beforehand',
       'forget about rules and wing it',
       'do all the steps in a random order'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,performing lab expiriments accurately requires understanding all directions beforehand,1.0,2.0,3f32b550f3
4347,14-491,An unwillingness to listen to guidelines leaves data completely,"{'text': array(['noble prize winning', 'faulty', 'repeatable', 'perfect'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,performing lab expiriments accurately requires understanding all directions beforehand,1.0,2.0,dc78319bb0
4348,14-492,This white object is visible due to being close to earth,"{'text': array(['Venus', 'Mars', 'Neptune', 'our Moon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the moon is the celestial object that is closest to the Earth,1.0,2.0,7b06152ffc
4349,14-495,What's used by migrating animals to find locations?,"{'text': array(['global positioning system satellites', 'a sense of smell',
       ""our planet's magnetic patterns"", 'the stars in the night sky'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Earth 's magnetic patterns are used for finding locations by animals that migrate,1.0,1.6,78e0a411ed
4350,14-496,A seismometer would be ineffective,"{'text': array(['on dry land', 'on a star', 'on the coast', 'on a continent'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a seismometer is used to measure the strength or magnitude of an earthquake,1.0,2.0,7c933a44d8
4351,14-498,A person stranded in the tundra is likely to,"{'text': array(['overheat', 'feel warm', 'fly.', 'perish'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if a living thing becomes too cold then that living thing will die,0.8,1.8,3f694a1978
4352,14-499,Which likely would suffer in the arctic?,"{'text': array(['a polar bear', 'a lion', 'a penguin', 'a walrus'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a living thing becomes too cold then that living thing will die,1.0,2.0,7b06152ffc
4353,14-505,To destroy embarrassing evidence you can,"{'text': array(['clobber it with a whale', 'post it on a social network',
       'discard it in a rubbish bin', 'flick it into lava'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,high temperatures can cause an object to combust,0.8,1.4,7c933a44d8
4354,14-509,A gila monster will likely have to interact negatively with,"{'text': array(['trees', 'eagles', 'snails', 'sharks'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,hawks eat lizards,1.0,1.6,b356d338b7
4355,14-510,Which relationship is most true?,"{'text': array(['hawks EAT lizards EAT beetles EAT grass',
       'hawks EAT bears EAT beetles EAT dogs',
       'hawks EAT cats EAT beetles EAT air',
       'bears EAT lizards EAT horses EAT grass'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,hawks eat lizards,1.0,2.0,7b06152ffc
4356,14-512,Much iron is in,"{'text': array([""Earth's second layer"", 'cups of coffee', 'the sky', 'empty'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the mantle is located just below Earth 's crust,1.0,2.0,7c933a44d8
4357,14-516,Drinking cola daily removes layers from the surface of,"{'text': array(['enamel on molars', 'spoons', 'porcelain', 'the coffee pot'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of a chemical change is acid breaking down substances,1.0,2.0,dc78319bb0
4358,14-517,Seconds are used to measure,"{'text': array(['height', 'passing of time', 'time of day', 'seconds of food'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,seconds are used to measure time,1.0,1.2,52dbc5c7af
4359,14-518,As Ethanol burns it expels what into the ozone,"{'text': array(['radiation', 'lightning', 'CO2', 'nitrogen'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,biofuel releases carbon dioxide into the atmosphere,0.8,1.8,dc78319bb0
4360,14-521,"When a human's organs stop working and he stops breathing, that person","{'text': array(['goes to Mcdonalds', 'perished', 'dances', 'plays'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a living thing dies then that living thing is dead,1.0,2.0,bdb4135787
4361,14-522,When the Platypus emerges and new life into the pouch it has been,"{'text': array(['died', 'birthed', 'flown', 'ran'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a living thing dies then that living thing is dead,1.0,1.0,52dbc5c7af
4362,14-524,The topography of our only natural satellite's surface is,"{'text': array(['smooth', 'made of cheese', 'full of gold', 'mountainous'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the moon 's surface contains highlands,0.8,1.8,dc78319bb0
4363,14-527,A thing which is a producer in the food chain is most likely to be a,"{'text': array(['squid', 'clover', 'mouse', 'hawk'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,producer is a kind of role in the food chain process,0.8,1.6,b356d338b7
4364,14-528,Jerry noticed that his dog was leaving a lot more fur on his couch than he did a month earlier. That might be because,"{'text': array(['the seasons are changing from fall to winter',
       'the dog is a hairless breed',
       'the seasons are changing from winter to spring',
       'the moon is full'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,some animals shed fur in warm weather,1.0,2.0,3f32b550f3
4365,14-529,In May I have a black cat what might I be unable to wear?,"{'text': array(['dark purple', 'yellow', 'dark grey', 'black'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,some animals shed fur in warm weather,0.8,1.0,cee82219a0
4366,14-534,Ice melting erodes,"{'text': array(['clouds', 'plants', 'granite', 'rivers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,water causes the most soil and rock erosion,0.8,1.6,7c933a44d8
4367,14-537,Why would something appear blue?,"{'text': array(['it reflects the same wavelength as fire',
       'it reflects the same wavelength as coal',
       'it reflects the same wavelength as the sun',
       'it reflects the same wavelength as the sea'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if an object is blue then that object reflects only blue light,1.0,2.0,7b06152ffc
4368,14-538,if two equal forces in opposite directions act on an object then that object will stay where?,"{'text': array(['360 degrees apart', 'opposite', 'split', 'between them'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if two equal forces in opposite directions act on an object then that object will stay in the same place,0.8,1.8,1e6dc77bb6
4369,14-539,"Air is blowing a ball equally from east and west, the ball will do what?","{'text': array(['Move east', 'Move west', 'Move north', 'Move nowhere'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if two equal forces in opposite directions act on an object then that object will stay in the same place,1.0,2.0,6fcf2544e8
4370,14-540,Which of the following items can perform photosynthesis?,"{'text': array(['a flying wasp', 'a speedy cheetah', 'wet dirt', 'a yellow tulip'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,plant cells can perform photosynthesis,1.0,2.0,a7bc639ed3
4371,14-541,The cell of a plant when photosynthesizing may most require,"{'text': array(['access to roofless space', 'a complete vacuum in space',
       'a room with blackened windows', 'dark basement living quarters'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,plant cells can perform photosynthesis,1.0,2.0,b356d338b7
4372,14-543,A pulley is used to lift what on a flagpole?,"{'text': array(['shirts', 'red cards', 'national symbols', 'underwear'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a pulley is used to lift a flag on a flagpole,1.0,1.8,1e6dc77bb6
4373,14-545,Explosions can cause harm to what?,"{'text': array(['clouds', 'radio waves', 'ground crawlers', 'airflow'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,explosions can cause harm to an organism,0.8,1.6,1e6dc77bb6
4374,14-546,Which is likeliest to harm an organism?,"{'text': array(['cookies', 'drinking', 'eating', 'a car explosion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,explosions can cause harm to an organism,1.0,2.0,7b06152ffc
4375,14-549,If you missed the rising moon today you will have to wait till when to see it again,"{'text': array(['30 years', '10 months', '10 minutes', '24 hours'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the moon rising occurs once per day,1.0,2.0,dc78319bb0
4376,14-551,All the plants in an area have died from a fire. Why would carnivores like foxes be less abundant as a result?,"{'text': array(['the wolves left the area',
       'the foxes were bored without any live trees to climb',
       'the foxes normally eat only plants',
       'the rabbits and mice in the area needed the plants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as the supply of food in an environment decreases , the population of animals in that environment will decrease",1.0,2.0,3f32b550f3
4377,14-552,Which only needs sparse water?,"{'text': array(['fish', 'frogs', 'whales', 'chuckwallas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,some lizards live in desert habitats,1.0,1.8,7c933a44d8
4378,14-553,A storm moving over the earth will dump more rain on a,"{'text': array(['meadow', 'sandy area', 'arctic', 'desert'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,some lizards live in desert habitats,1.0,1.4,52dbc5c7af
4379,14-554,What is the effect of erosion on a river?,"{'text': array(['More Volume', 'unchanged', 'Dries up', 'Less Volume'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,erosion causes a river to become deeper and wider,0.8,1.6,42b054b84e
4380,14-555,Erosion can make a source of H2O,"{'text': array(['stay exactly the same', 'remain static over time',
       'calibrate from its previous capacity',
       'begin hosting underwater birds'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,erosion causes a river to become deeper and wider,0.8,1.8,b356d338b7
4381,14-557,With the decrease in size of Antarctica Fiji will soon be,"{'text': array(['gone', 'better for fishing', 'richer', 'colder'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the level of water rises , the amount of available land will decrease",1.0,2.0,dc78319bb0
4382,14-558,Which is the most likely factor for the amount of available ocean space increasing?,"{'text': array(['glaciers cooling down vastly', 'glaciers getting much hotter',
       'land space increasing tenfold',
       'land shrinking over time due to cold'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as the level of water rises , the amount of available land will decrease",0.8,1.6,7b06152ffc
4383,14-559,A new what occurs once every 3 months?,"{'text': array(['city', 'climatic term', 'hill', 'wave'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a new season occurs once per three months,0.8,1.8,1e6dc77bb6
4384,14-564,"A thing with cells is going to expand, but first requires","{'text': array(['revolving', 'mackerel', 'sweets', 'nourishment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a living thing requires nutrients to grow,1.0,2.0,b356d338b7
4385,14-565,A living thing requires what to grow?,"{'text': array(['support', 'nutriment', 'toys', 'plastic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a living thing requires nutrients to grow,1.0,1.4,1e6dc77bb6
4386,14-566,Which can be fully toggled back and forth,"{'text': array(['steam and rain', 'batter and cake', 'wood and ash',
       'food and feces'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a phase change is when matter changes from one state into another state,1.0,1.6,7c933a44d8
4387,14-567,What does a four leaf clover need to feed itself?,"{'text': array(['Irish', 'luck', 'the sun', 'ibex'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"photosynthesis means producers convert from carbon dioxide, water, and solar energy into food for themselves",1.0,2.0,7c933a44d8
4388,14-568,Scientists are experimenting to develop microbes that can live off surplus electricity and CO2 to produce,"{'text': array(['organic products, such as methane, acetate and butanol as economic biofuels',
       'less electricity and more CO2',
       'solar energy and biofuels in the laboratory',
       'fewer biofuels like butanol and less CO2'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"photosynthesis means producers convert from carbon dioxide, water, and solar energy into food for themselves",1.0,1.4,5ac34b743b
4389,14-569,What is the use of organisms preserved in sedimentary rock?,"{'text': array(['clothing', 'water', 'food', 'fuel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,organisms can be preserved in sedimentary rock,1.0,2.0,597e8fde0e
4390,14-571,"In the natural world, camouflage is used by animals to","{'text': array(['stand out among their piers', 'avoid being a meal',
       'look stylish for others', 'stay warm in the winter'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,camouflage is used for hiding by animals against predators,1.0,2.0,3f32b550f3
4391,14-572,Plants use the water for their,"{'text': array(['heart ache', 'emotions', 'buddies', 'fare'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,sugars are transported from the leaves to the roots of a plant,0.8,1.2,cee82219a0
4392,14-573,With wind gusts and green skys you should pack,"{'text': array(['golf clubs', 'a picnic basket', 'a lightning rod', 'an umbrella'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if weather is stormy then there is a greater chance of rain,0.8,1.6,dc78319bb0
4393,14-574,Your clothes likely will be soaked if the skies are,"{'text': array(['sunny without clouds', 'light blue', 'black', 'clear'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if weather is stormy then there is a greater chance of rain,0.8,2.0,7c933a44d8
4394,14-575,Which does light from the sun arrive at in final time length?,"{'text': array(['Uranus', 'Mars', 'Pluto', 'Earth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pluto has not cleared its orbit,1.0,1.0,52dbc5c7af
4395,14-576,The last celestial body in our solar system without an orbit is,"{'text': array(['Saturn', 'Jupiter', 'a meteor', 'Uranus'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pluto has not cleared its orbit,1.0,2.0,dc78319bb0
4396,14-577,A proper meal for a raccoon could be,"{'text': array(['old taco meat', 'a wooden sign', 'a taco truck', 'a soft pebble'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,raccoons eat waste,1.0,1.4,b356d338b7
4397,14-578,raccoons eat what?,"{'text': array(['debris', 'people', 'fire', 'dirt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,raccoons eat waste,1.0,1.2,1e6dc77bb6
4398,14-579,"If you wanted to make a metal bed frame, where would you start?","{'text': array(['search for rocks', 'make dinner', 'slice bread', 'dump out water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,alloys are made of two or more metals,0.8,1.6,52dbc5c7af
4399,14-581,What causes erosion?,"{'text': array(['salads', 'concrete', 'gales', 'cars'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,wind causes erosion,1.0,1.8,1e6dc77bb6
4400,14-582,"If a thing has been taken from a large object and made much smaller, even minuscule, and this was done over many years, the likely culprit was","{'text': array(['gales', 'thought', 'aliens', 'dust'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wind causes erosion,1.0,2.0,b356d338b7
4401,14-585,What relationship is most likely?,"{'text': array(['birds eat giraffes', 'dandelions eat worms',
       'petunias devour mice', 'wolves eat voles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,consumers eat other organisms,1.0,2.0,7c933a44d8
4402,14-587,Carnivores' only source of what comes from other animals,"{'text': array(['flying', 'money', 'restaurants', 'sustenance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,carnivores only eat animals,1.0,2.0,bdb4135787
4403,14-588,"An alien creature is found on earth. Researchers discover that it will eat worms, insects and small rodents, but shuns bananas, leaves and cucumbers. Which of these could be true?","{'text': array(['the creature is a carnivore', 'the creature is a vegan',
       'the creature is something other than an omnivore',
       'the creature loves to eat cucumbers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,carnivores only eat animals,1.0,1.8,3f32b550f3
4404,14-590,An object converts electrical energy into sound on a,"{'text': array(['iphone', 'soft carpet', 'outside wall', 'wooden table'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,sound can travel through air,0.8,2.0,52dbc5c7af
4405,14-593,What requires sunlight to grow?,"{'text': array(['lakes', 'deep sea fish', 'rose bushes', 'mountains'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a plant requires sunlight to grow,1.0,2.0,78e0a411ed
4406,14-595,"In order for crops to grow food safely, pesticides are used on them. When it floods, this causes what to be poisonous?","{'text': array(['air', 'farmers', 'Corn', 'Runoff'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,crop rotation renews soil,1.0,2.0,52dbc5c7af
4407,14-597,The only resource that is replenished every time there's a hurricane is,"{'text': array(['H2O', 'gas', 'oil', 'coal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,water is a renewable resource,1.0,2.0,dc78319bb0
4408,14-600,The elements changed America's tallest peaks into,"{'text': array(['marble blocks', 'ivory castles', 'towers of gold', 'loose rocks'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,break down means change from a whole into pieces,1.0,1.2,dc78319bb0
4409,14-601,"If a thing is near a planet, yet a planet is orbiting something else, the orbiting item circling the planet is likely","{'text': array(['luna', 'the Sun', 'bees', 'coal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a satellite orbits a planet,1.0,2.0,b356d338b7
4410,14-605,A series of small holes that lead to various locations are found in soil where these legless things burrow:,"{'text': array(['frogs', 'moles', 'earthworms', 'salamanders'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,earthworms create tunnels in soil,1.0,2.0,b356d338b7
4411,14-606,The mantle is,"{'text': array(['anger', 'magic', 'passion', 'solid bulk'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the mantle is a layer of the Earth,1.0,2.0,cee82219a0
4412,14-608,"If a person's age is celebrated in adulthood, then it happens every","{'text': array(['12 months', '24 days', 'six weeks', 'twelve hours'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,one year is equal to 365 days,1.0,2.0,b356d338b7
4413,14-610,Which is likeliest to be torn by human hands?,"{'text': array(['wood', 'steel', 'taffy', 'diamond'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,tearing means changing a whole into pieces,0.8,1.8,7b06152ffc
4414,14-611,People often tear,"{'text': array(['rain', 'evaporation', 'voltage', 'private documents'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,tearing means changing a whole into pieces,1.0,2.0,7c933a44d8
4415,14-614,Which would likely lessen the impact of climate change the most?,"{'text': array(['Earth Day', 'hurricanes', 'tsunamis', 'wildfires'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,planting trees has a positive impact on an ecosystem,1.0,2.0,7b06152ffc
4416,14-615,"If a habitat that supports itself is flourishing, improvements may still be made by","{'text': array(['burying small oak pips', 'using pesticides fairly regularly',
       'setting uncontrolled wild fires', 'setting out mouse traps'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,planting trees has a positive impact on an ecosystem,0.8,1.6,b356d338b7
4417,14-616,objects made of what cause refraction of light?,"{'text': array(['wind', 'wood', 'melted sand', 'soil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,objects made of glass cause refraction of light,1.0,2.0,1e6dc77bb6
4418,14-617,Which would least refract light?,"{'text': array(['a cardboard box', 'a bottle', 'a gem', 'a diamond'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,objects made of glass cause refraction of light,1.0,2.0,7b06152ffc
4419,14-619,More butterflies will come as buttercups become more,"{'text': array(['advertised', 'ripe', 'social media friendly', 'toxic'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as the amount of fragrance of a flower increases , the number of pollinators it will attract increases",0.8,1.8,dc78319bb0
4420,14-620,Which two objects are likely to be magnetic?,"{'text': array(['a cell phone and a coffee mug', 'a credit card and the register',
       'a cat and a dog', 'a tree and a power line'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,magnetism does not require contact between objects to act,1.0,2.0,7b06152ffc
4421,14-622,A warm glass place in the fridge will,"{'text': array(['glow', 'condensate', 'shrink', 'crack'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,water vapor cooling causes that water vapor to condense,0.8,2.0,dc78319bb0
4422,14-623,Which is likely to catch airborne water vapor on its sides?,"{'text': array(['jail cells', 'sunlight', 'a hot drink', 'a cold drink'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,water vapor cooling causes that water vapor to condense,0.8,2.0,7b06152ffc
4423,14-624,I would have a harder time sliding with my socks on,"{'text': array(['marble floors', 'a shag runner', 'wood floors', 'ice'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,friction acts to counter the motion of two objects when their surfaces are touching,1.0,2.0,cee82219a0
4424,14-625,friction acts to counter the motion of two objects when their surfaces are what?,"{'text': array(['converging', 'separated', 'in vision', 'apart'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,friction acts to counter the motion of two objects when their surfaces are touching,1.0,1.8,1e6dc77bb6
4425,14-628,A wolf would eat,"{'text': array(['an ibex', 'a mountain', 'a tree', 'a cloud'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,predators eat prey,1.0,2.0,7c933a44d8
4426,14-629,Foxes eat,"{'text': array(['wolves', 'mice', 'man', 'bears'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,predators eat prey,1.0,2.0,dc78319bb0
4427,14-631,What fails to work during a power outage?,"{'text': array(['an electric fan', 'a hand pump', 'a campfire', 'a baseball bat'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,electrical devices convert electricity into other forms of energy,1.0,2.0,7c933a44d8
4428,14-633,It's easier to spot something small twenty feet away on a cloudless day if,"{'text': array(['the object is buried an inch underground',
       'the object is a dirty black object on black ground',
       'the object is a polished metal ring',
       'the object is a dull green marble lying in live grass'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if an object reflects more light then that object is more easily seen,1.0,1.8,3f32b550f3
4429,14-635,A decrease in trees may be attributed to,"{'text': array(['dendrophilia', 'hiking enthusiasts', 'increased chainsaw sales',
       'nature photographers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,cutting down trees in a forest causes the number of trees to decrease in that forest,0.8,1.4,7c933a44d8
4430,14-636,"If soil is loose, it makes it what for oxygen to get in?","{'text': array(['seven', 'boring', 'harder', 'simpler'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the looseness of soil increases the amount of oxygen in that soil,1.0,2.0,bdb4135787
4431,14-637,The looseness of soil increases the amount of what in it?,"{'text': array(['bugs', 'dirt', 'water', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the looseness of soil increases the amount of oxygen in that soil,1.0,2.0,1e6dc77bb6
4432,14-638,Something that could cause harm to an animal could be,"{'text': array(['affection', 'hugs', 'love', 'punches'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,humans changing animal habitats usually causes harm to those animals,1.0,2.0,cee82219a0
4433,14-639,Which is likeliest to harm the snowy owl population in an area?,"{'text': array(['a new mall', 'a new puddle', 'a new tree', 'a new preserve'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,humans changing animal habitats usually causes harm to those animals,1.0,2.0,7b06152ffc
4434,14-642,This seed carries food:,"{'text': array(['rock', 'strawberry', 'thunder', 'water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a seed is used for storing food for a new plant,1.0,1.8,7b06152ffc
4435,14-643,What have a negative impact on the environment?,"{'text': array(['plants', 'recycling plants', 'dumpyards', 'oceans'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,landfills have a negative impact on the environment,1.0,2.0,1e6dc77bb6
4436,14-644,"A bad spot in town, as far as nature and the health of Earth is concerned, will be","{'text': array(['heaped refuse', 'piled compost', 'pollinated flowers',
       'watered gardens'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,landfills have a negative impact on the environment,1.0,2.0,b356d338b7
4437,14-645,if an object undergoes chemical change then that object will have new chemical what?,"{'text': array(['warmth', 'temperature', 'appearance', 'attributes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if an object undergoes chemical change then that object will have new chemical properties,0.8,1.4,1e6dc77bb6
4438,14-646,"Laser anemometers help manufacturers of cars, airplanes and spacecraft to produce efficient vehicle designs that","{'text': array(['increase the gas mileage of the vehicles',
       'increase the drag from air moving past them',
       'decrease exhaust fumes from the vehicles',
       'reduce resistance from air moving past them'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,an anemometer is used to measure wind speed,0.8,1.4,5ac34b743b
