id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
14-747,"At a specific point in a frigid month, the waking hours illumination will be","{'text': array(['ending sooner', 'overwhelming hot', 'lasting the longest',
       'growing new plants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the amount of daylight is least on the winter solstice,1.0,1.6,b356d338b7,76
13-1036,Which is likely the least helpful for the good bacteria that help your body?,"{'text': array(['hot showers', 'eating well', 'keeping hydrated',
       'using probiotics'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,good bacteria grow on the skin,0.8,1.4,7b06152ffc,76
13-434,a decrease in visibility while driving can cause people to crash their what?,"{'text': array(['food', 'chevy 2000s', 'career', 'wind'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a decrease in visibility while driving can cause people to crash their car,1.0,2.0,1e6dc77bb6,76
13-362,cutting down trees in a forest causes the number of trees to decrease where?,"{'text': array(['space', 'deserts', 'oceans', 'timberland'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,cutting down trees in a forest causes the number of trees to decrease in that forest,1.0,2.0,1e6dc77bb6,76
13-751,What will become magnetic in an electromagnet if the battery becomes active?,"{'text': array(['A nail box', 'A construction nail', 'A plastic nail',
       'A wooden nail'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,non-contact forces can affect objects that are not touching,1.0,1.8,52dbc5c7af,76
14-656,Which of the following actions can make electrical energy brighten your room?,"{'text': array(['Clap on!', 'Jumping in place', 'Turning a doorknob',
       'Rubbing your nose'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a light bulb converts electrical energy into light energy when it is turned on,1.0,1.6,474293f37c,77
10-581,"Compared to an area with farmland, an area with housing developments has more","{'text': array(['crops', 'wilderness', 'light pollution', 'animals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as distance to a city decreases , the amount of light pollution will increase",1.0,2.0,7189327f06,77
14-49,"In order for an animal to need to hibernate, they must be of the species that","{'text': array(['is in space', 'makes brownies', 'nothing',
       'instinctively does it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,hibernation is an inherited behavior,1.0,2.0,bdb4135787,77
7-642,A chipmunk will consume all of these things with just one that it refuses to:,"{'text': array(['jerky', 'grapes', 'nuts', 'acorn'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a chipmunk eats acorns,1.0,1.6,b356d338b7,77
12-1087,"If you are stuck in the desert and need your water to last you, it is best to","{'text': array(['throw it away', 'hit it', 'safeguard it', 'sell it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,conserving water can be used for survival in a dry environment,1.0,1.6,bdb4135787,77
7-261,"While deer may be found in many varied locations, they mostly make their home","{'text': array(['in densely covered wilderness', 'outside of grassy areas',
       'in largely populated parks', 'near cabins in small towns'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a deer lives in a forest,0.8,1.8,b356d338b7,77
14-770,"A cardinal makes brief contact with a picnic table, and between them there is","{'text': array(['death', 'transactions', 'animosity', 'abrasion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,friction occurs when two object 's surfaces move against each other,1.0,1.0,b356d338b7,77
9-166,"if a man's new car can be charged at a charging station, what is this termed?","{'text': array(['all of these', 'battery operated', 'getting energy',
       'alternative fueling'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,alternative fuel is usually a renewable resource,1.0,1.4,cf7109905e,77
12-1004,Which animal is likely hotter than it should be if its tongue is sticking out?,"{'text': array(['a lizard', 'a golden retriever', 'a rabbit', 'a human'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,panting is when an animal hangs its tongue out of its mouth to adjust to hot temperatures,1.0,2.0,7b06152ffc,78
12-1090,What requires nutrients to grow and gets nutrients with use of beak apparatus?,"{'text': array(['dirt', 'birds', 'computers', 'metals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a beak is used for catching prey by some birds,1.0,2.0,52dbc5c7af,78
13-657,Sticky balls from a plant can grow a new plant miles from the original because,"{'text': array(['a bear unknowingly transported it', 'they bounced when they fell',
       'they were transported by ants',
       'they were carried there by a pterosaur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if seeds stick to the fur of an animal then that seed will be transported by the animal,0.8,1.4,3f32b550f3,78
12-240,What job site would most likely utilize powerful magnets that use electricity?,"{'text': array(['a grocery store', 'a gymnasium', 'a scrap yard', 'an office'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,electromagnets can be powered by electricity,1.0,2.0,7b06152ffc,78
13-460,The color of our eyes are permanent because eye color is fixed at birth due to,"{'text': array(['shoes', ""parent's DNA"", 'doctor', 'corn'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,eye color is an inherited characteristic,1.0,2.0,bdb4135787,78
10-482,A green container with white arrows in a circle indicate it's a receptacle for,"{'text': array(['trash that can be used for a new purpose',
       'excess and unused portions of soylent green',
       'radioactive nuclear waste materials',
       'hazardous biological materials and waste'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,recyclable means a material can be recycled,0.8,2.0,7c933a44d8,78
10-175,Sharks live in a liquid deluged with sodium chloride because it allows them to,"{'text': array(['form sharknadoes', 'have increased buoyancy', 'eat people',
       'star in films'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the ocean contains large amounts of salt water,1.0,1.6,7c933a44d8,78
11-110,"Ultimately, what one thing is needed for energy for any living thing on Earth?","{'text': array(['carbon dioxide', 'the closest star', 'blood', 'oxygen'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the sun is the source of energy for life on Earth,0.8,1.8,3f32b550f3,78
7-956,"If you breathe out, especially in the vicinity of clear glass, you may witness","{'text': array(['your breath is air', 'your breath is dry',
       'your breath beading up', 'your breath smells bad'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,breath contains water vapor,1.0,0.6,b356d338b7,78
11-430,"Something that is beneficial to plants, especially garden plants, can be formed","{'text': array(['in dog bowls', 'in swamp waters', 'in living rooms',
       'in microwaves'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the formation of peat occurs at the bottom of swamps,0.8,1.6,b356d338b7,79
14-1259,The main reason people want to use wind as an energy source is because there is,"{'text': array(['make cookies', 'Sing songs', 'smile', 'an everlasting supply'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,wind is an inexhaustible resource,1.0,2.0,bdb4135787,79
14-61,Which likely changed the remains of prehistoric living things into natural gas?,"{'text': array(['air currents', 'fire', 'thunder', 'volcanic reactions'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,heat and pressure change the remains of prehistoric living things into natural gas,0.8,1.4,7b06152ffc,79
384,What is the most likely to be an effect of acid rain on an aquatic environment?,"{'text': array(['decrease in plant life', 'increase in fish population',
       'increase in plant growth', 'cleaner and clearer water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,acid rain has a negative impact on water quality,1.0,1.8,d2ccffd14b,79
13-675,The largest amount of natural illumination will likely occur for a Floridian in,"{'text': array(['space', 'june', 'october', 'january'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the amount of daylight is greatest on the summer solstice,1.0,1.8,b356d338b7,79
13-1039,which of these would make a better material for an electronic device component?,"{'text': array(['a brown copper panel', 'a string of cotton', 'a coil of rubber',
       'a strip of plastic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wiring requires an electrical conductor,0.8,2.0,cf7109905e,79
13-970,"if a person takes in more food than their body needs at the time, what happens?","{'text': array(['they will become smarter', 'they will become tubbier',
       'they will become lighter', 'they will become shorter'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if food is not immediately used by the body for energy then that food will be stored for future use,1.0,2.0,cf7109905e,79
7-317,"In the desert at night, most animals that live there find that they require less","{'text': array(['liquid to consume', 'food to eat', 'warmth to sleep',
       'packmates for hunting'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as temperature in an environment decreases , the amount of water an animal in that environment will lose will decrease",0.8,1.8,b356d338b7,80
9-649,do all insects have to undergo every stage of change before becoming full grown?,"{'text': array(['all of these', 'insects are born live',
       'pupa stage is sometimes skipped', 'pupa is a required stage'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,incomplete metamorphosis is when an insect reaches the adult stage without being a pupa,0.8,1.2,cf7109905e,80
9-773,"A man is burned in an accident on the road, which means that at one point he was","{'text': array(['exposed to extreme heat', 'frozen in an ice storm',
       'crashed into a helicopter', 'melted by molten lava'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if a body part was burned then that body part was exposed to a lot of heat energy,1.0,2.0,b356d338b7,80
10-624,the nervous system sends observations in the form of electrical signals to what?,"{'text': array(['cell towers', 'persons flesh', 'computers', 'plugs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the nervous system sends observations in the form of electrical signals to the rest of the body,1.0,2.0,1e6dc77bb6,80
1640,Chimpanzees dig for insects with sticks; what is another example of using tools?,"{'text': array(['birds using twigs to build nests',
       'otters using rocks to open clams',
       'anteaters using their tongue to catch ants',
       'koalas using their pouch to hold infants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of using tools is a chimpanzee digging for insects with a stick,0.8,2.0,b356d338b7,80
10-532,"A boy leaves a circuit in the wall open, then when he goes to turn on the lights","{'text': array(['it fails', 'it succeeds', 'it shines', 'it works'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,electricity can not flow through an open circuit,1.0,0.0,b356d338b7,80
7-1183,Venus fly traps are poor at creating their own food though photosynthesis because,"{'text': array(['they are unhealthy', 'they need water', 'they require insects',
       'they grow slowly'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if an organism makes food for itself then that organism does not need to eat other organisms,0.8,1.6,b356d338b7,81
13-591,which one of these places would a person have the least need for a clothes dryer?,"{'text': array(['in the tropical rain forest', 'in a humid cave',
       'in the hot desert', 'in a wet town'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a desert environment is dry,1.0,2.0,cf7109905e,81
10-595,A dead deer was found partially eaten in a forest. How could it have been caught?,"{'text': array(['It was caught by appendages on the feet of a feline',
       ""A raccoon jumped on the deer's back and killed and ate it"",
       ""It was caught by a horse's mouth"", 'It was shot by a bear'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,claws are used to catch prey by some predators,0.8,0.8,3f32b550f3,81
11-97,A cow can see that the farmer is coming because there is light that makes its way,"{'text': array(['into his eyes', 'into the moon', 'into the sun', 'into a bucket'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,eyes are used for seeing by animals by sensing light,0.8,1.2,b356d338b7,81
14-644,"A bad spot in town, as far as nature and the health of Earth is concerned, will be","{'text': array(['heaped refuse', 'piled compost', 'pollinated flowers',
       'watered gardens'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,landfills have a negative impact on the environment,1.0,2.0,b356d338b7,82
14-23,"A thing which is invisible to the passing gaze, yet has a visible form is probably","{'text': array(['a bald eagle', 'a stonefish', 'a cow', 'a hippo'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of camouflage is when something changes color in order to have the same color as its environment,0.8,1.6,b356d338b7,82
10-615,the Earth rotating on its axis causes stars to appear to move across the sky when?,"{'text': array(['sleeping hours', 'sun time', 'day', 'daytime'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the Earth rotating on its axis causes stars to appear to move across the sky at night,1.0,1.2,1e6dc77bb6,82
12-1093,"If a ruler is going to measure something, it will most likely be used to measure a","{'text': array(['gram of salt', 'liter of gasoline', 'curtain', 'ounce of milk'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a ruler is used for measuring the length of an object,1.0,2.0,b356d338b7,82
10-768,"If the Earth revolved around another planet instead of a star, what might it lack?","{'text': array(['continents', 'satellites', 'starry skies', 'seasons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the Earth revolving around the Sun causes the seasons to change on its axis,1.0,1.2,7c933a44d8,82
12-1074,O2 molecules stacked on top of each other create weight which is then tallied by a,"{'text': array(['speedometer', 'odometer', 'barometer', 'a microscope'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a barometer is used to measure air pressure,1.0,2.0,dc78319bb0,82
12-769,"A human can, merely by pushing on it, cause a visible alteration in the shape of a","{'text': array(['manly sculpture', 'inhumanly tall building',
       'plastic dinner container', 'standard burning sun'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if a flexible container is pushed on then that container will change shape,0.8,1.8,7c933a44d8,82
11-604,Which of the following would cause sunlight to better reach the ground of a forest?,"{'text': array(['more umbrellas', 'logging', 'more trees', 'taller trees'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,large trees block sunlight from reaching the ground,1.0,2.0,7b06152ffc,83
10-1124,An object inside a freezer will become less excited with energy an therefore become,"{'text': array(['cold', 'round', 'warm', 'nervous'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,something in a cold place becomes cold,1.0,2.0,dc78319bb0,83
9-927,which one of these students can accurately determine the color of the board marker?,"{'text': array(['a student gazing upon it', 'a student in the toilet',
       'a student sitting at home', 'a student at the playground'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the color of an object can be discovered by looking at that object,1.0,2.0,cf7109905e,83
12-835,Which of these items plays an integral role in the survival of many types of flora?,"{'text': array(['bee', 'cat', 'dog', 'mouse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,A bee is a pollinating animal,1.0,2.0,0317ce7c33,83
14-934,Humans moving into an environment usually causes native species to lose their what?,"{'text': array(['beauty', 'housing situation', 'minds', 'young'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,humans moving into an environment usually causes native species to lose their habitats,1.0,2.0,1e6dc77bb6,83
10-924,"A vehicle rounds a corner and slips, squealing. The tires at that point experienced","{'text': array(['less friction', 'more friction', 'free falling', 'zero friction'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,skidding causes friction,1.0,1.0,b356d338b7,83
11-446,Jupiter's larger mass and orbit contribute to the formation of this area of debris:,"{'text': array(['Inner Solar System', 'Oort Cloud', 'Kuiper Belt', 'Asteroid Belt'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,breaking apart rocks can cause debris,0.8,1.6,97e7d66d68,83
13-291,Which of the following provides the best reason for squirrels vacating their forest?,"{'text': array(['The forest is overrun with chipmunks',
       'The forest is being harvested for lumber',
       'Many acorns can be found on the forest floor',
       'They want to start a new life'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a habitat is removed then that habitat is destroyed,1.0,1.6,77e0532fb7,84
10-1151,A cloud gets fat and heavy and dark. The sky gets darker. The next step to expect is,"{'text': array(['ice', 'precipitation', 'sunshine', 'flowers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,water vapor condensing in clouds causes rain,1.0,2.0,b356d338b7,84
14-1326,reproduction is when an organism passes genetic information from itself to its what?,"{'text': array(['feet', 'child support', 'brain', 'younglings'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reproduction is when an organism passes genetic information from itself to its offspring,1.0,2.0,1e6dc77bb6,84
10-833,"A glacier moved through an area years and years ago, and scientists can tell this by","{'text': array(['looking at the moon', 'looking at the dogs',
       'looking at the sky conditions', 'glancing at nearby stone'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,glaciers cause scratches in rocks,0.8,1.4,b356d338b7,84
11-380,"To protect themselves from consumers, which action would an animal most likely take?","{'text': array(['nesting right beside predators', 'standing out in the sun',
       'standing out from the environment',
       'appearing the same as surroundings'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,camouflage is a kind of protection against consumers,1.0,2.0,d2ccffd14b,84
9-509,can a kid with a new binoculars see a friend standing in a distance better or worse?,"{'text': array(['visibility will be improved', 'visibility will be compromised',
       'difference will be lacking', 'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,binoculars are used for observing distant objects,1.0,2.0,cf7109905e,84
13-40,Bears instinctively know when its time to hibernate because who passes it on to them?,"{'text': array(['soup', 'their pants', 'Their parents', 'porridge'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,hibernation is an inherited behavior,1.0,2.0,bdb4135787,85
10-777,"A metal rod is sitting outside and soaks up a lot of energy from a star, so the metal","{'text': array(['cries', 'wiggles', 'sears', 'dies'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if a substance absorbs solar energy then that substance will increase in temperature,0.83,1.67,b356d338b7,85
9-1072,how come a person can blow into a balloon and use the same air to fill a soccer ball?,"{'text': array(['it is the law of thermodynamics',
       'it is the ability of it to conform',
       'it is a shift in the cosmos', 'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,Matter in the gas phase has variable shape,1.0,1.4,cf7109905e,85
852,"When the game console's power cable was attached to the wall, electricity ended up in","{'text': array(['the plug', 'the power cable', 'the wall', 'the game console'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,sending electricity through a conductor causes electricity to flow through that conductor,0.8,1.4,7189327f06,85
10-1020,"If you hold the compass sideways while at the south pole, where do the needles point?","{'text': array(['to the side', 'both down', 'both up', 'up and down'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a compass is a kind of tool for determining direction by pointing north,0.8,0.0,150eb89dbe,85
8-432,"if a student locates their pen on the table across the room, which of these happened?","{'text': array(['there was light from pen to cornea',
       'the pen failed to reflect any light', 'none of these',
       'the person has psychic powers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if an object reflects light toward the eye then that object can be seen,0.8,1.8,cf7109905e,85
11-125,An example of a living thing needing respiration in order to efficiently use energy is,"{'text': array(['a paper clip pile', 'a murder of crows',
       'a large elephant statue', 'a sunny park bench'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,living things require respiration to use energy,1.0,2.0,b356d338b7,86
12-1171,how does an animal know to perform certain crucial life actions before exposure to it?,"{'text': array(['it is built into their very being', 'it is taught in school',
       'they are trained at a special school', 'they have magical powers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of an instinct is the kangaroo 's ability to crawl into its mother 's pouch to drink milk,1.0,2.0,cf7109905e,86
10-95,A quick way to adjust the formation of portions of the crust of the earth is for it to,"{'text': array(['experience trembling', 'make believe', 'fall down', 'fly away'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an earthquake changes Earth 's surface quickly,1.0,2.0,b356d338b7,86
13-56,Seed dispersal is when the seeds of a plant are moved to a new environment from where?,"{'text': array(['plant charts', 'sky', 'space', 'parent flora'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,seed dispersal is when the seeds of a plant are moved from the plant to a new environment,1.0,2.0,1e6dc77bb6,86
10-632,Galileo Galilei made improvements to the telescope to make better observations of what?,"{'text': array(['plants', 'people', 'space games', 'space rocks'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Galileo Galilei made improvements to the telescope to make better observations of celestial bodies,1.0,1.0,1e6dc77bb6,87
11-219,John was able to read at night even though the electricity had gone out. John was using,"{'text': array(['a pepperoni and cheese pizza', 'a heavy maple desk',
       'an item made from a petroleum product with a cord sticking out the top',
       'an old step ladder'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a candle is a source of light when it is burned,1.0,1.2,3f32b550f3,87
13-76,"When both a dominant and recessive gene are present, the dominate what will be visible?","{'text': array(['society', 'feature', 'person', 'path'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"when both a dominant and recessive gene are present , the dominant trait will be visible",0.8,1.8,c1e2e5a65e,87
12-1133,How can you help to ensure that you will stay free from becoming ill after eating meat?,"{'text': array(['cover it with ketchup', ""eat it when it's raw"",
       'take the meat from a dead raccoon in the road',
       'cook it very thoroughly'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,bacteria cause food poisoning,1.0,2.0,3f32b550f3,87
13-216,plant stem is the vehicle for transporting water and food from roots to the rest of the,"{'text': array(['solar harnessing life', 'cupcake', 'rock', 'sneaker'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a plant stem is the vehicle for transporting water and food from roots to the rest of the plant,0.8,0.4,6240cdfd8d,87
12-870,"if the local forest is cut down, which one of these animal's habitat might be affected?","{'text': array(['a student living in a townhouse', 'a man who lives in the city',
       'a dog who lives in a pound', 'a rabbit who lives in a hole'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,some rabbits live in forests,1.0,2.0,cf7109905e,87
14-308,"Two felled trees, split in twain, with the same number of rings, means they're the same","{'text': array(['emotionally', 'crab', 'type of tree', 'age'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a tree growing a tree-growth ring occurs once per year,1.0,2.0,7c933a44d8,87
12-172,Sun falling on mountains and the dessert at the same time leaves the area susceptible to,"{'text': array(['meltdowns', 'convection', 'earthquakes', 'power failures'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,uneven heating causes convection,0.8,1.4,dc78319bb0,88
14-1470,"If a living being will make it to adulthood, then the most important thing to it will be","{'text': array(['talons', 'mining', 'edibles', 'hotels'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an animal requires nutrients for survival,1.0,1.6,b356d338b7,88
7-576,An example of a simple machine requiring mechanical energy in order to function would be,"{'text': array(['a light that needs a crank to be turned',
       'a radio that needs four batteries',
       'a computer that needs to be plugged in',
       'a stove that works on gas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a simple machine requires mechanical energy to function,0.8,1.8,b356d338b7,88
10-603,A body needs fiber to make healthy bowel movements and this can be absorbed by consuming,"{'text': array(['water', 'cheese', 'eggs', 'broccoli'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,plants are a source of fibers,0.83,1.67,b356d338b7,88
10-937,"Due to plates gliding over our planet's mantle, why is Vancouver likely to be destroyed?","{'text': array(['it sits on an active fault line', ""it's located in Canada"",
       'it has French people',
       'the Pacific Ocean is only half as blue as the Atlantic'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a tectonic plate moves along a fault line,1.0,2.0,7c933a44d8,88
12-1124,"A person needs to make a stove run with only energy that will run forever, so they make a","{'text': array(['propane stove', 'gas stove', 'corn stove', 'solar stove'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,solar energy is an inexhaustible resource,1.0,2.0,b356d338b7,89
13-934,A thing that is introduced to thermal activity will likely do this if it is able to drip:,"{'text': array(['chill', 'evaporate', 'ice over', 'freeze'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"as the temperature of a liquid increases , the rate of evaporation of that liquid will increase",1.0,1.8,b356d338b7,89
13-767,Some animals change their appearance completely during a stage of the life cycle known as,"{'text': array(['metamorphosing', 'metal', 'Seven', 'drawing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,metamorphosis is a stage in the life cycle process of some animals,1.0,2.0,bdb4135787,89
13-541,If your grandma sends you out in the yard to get the weeds out of the garden she means to,"{'text': array(['water the weeds thoroughly', 'rip them out of the soil',
       'fertilize and till the weeds', 'ask them to leave the yard'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if a weed is pulled then that weed is destroyed,1.0,2.0,a8ecf6eaeb,89
12-214,Where would you find a less than average amount of biodiversity compared to other biomes?,"{'text': array(['a jungle', 'the arctic', 'a forest', 'a rain forest'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,cold environments contain few organisms,1.0,1.2,7b06152ffc,89
13-888,The many ponds in the area along with massive swarms of mosquitoes lead the dragonflies to,"{'text': array(['convert the area into swampland',
       'experience a sharp increase in available resources',
       'leave the area in search of a better habitat',
       'experience a dramatic decrease in population'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if the population of an organism increases then the ecosystem may become overpopulated with that organism,1.0,1.8,97e7d66d68,90
11-691,"A person needing to cook up a burger, but lacking a grill or fire, can heat burger meat on","{'text': array(['a tree branch', 'a puddle', 'a fish pond', 'a vehicle engine'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a car engine is a source of heat,1.0,2.0,b356d338b7,90
13-511,"If a hilly area that reaches incredible peaks is existing, then what happened long ago was","{'text': array(['things were steamed', 'rocks were tiny',
       'stones crumpling together', 'plants were eaten'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the Appalachians were formed by rock folding,0.8,1.8,b356d338b7,90
13-360,Sara sorted her marbles into glass ones and marbles made of crystal. This is an example of,"{'text': array(['classifying', 'weighing', 'clarifying', 'justifying'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,classifying is when one sorts something by type,1.0,2.0,3f32b550f3,90
1898,How can it be shown that an electrical conductor is a vehicle for the flow of electricity?,"{'text': array(['holding an electrified fence can kill you',
       'electricity is unable to conduct well through rubber shoe soles',
       'sticking a fork into an electrical outlet is safe if it is plastic',
       'electricity is a volatile thing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An electrical conductor is a vehicle for the flow of electricity,0.8,1.6,b356d338b7,90
8-294,"If the trees in an area are growing in soil rich with a certain vitamin, what might happen?","{'text': array(['the vitamin would evaporate',
       'the vitamin would leak back into the ground',
       'the trees would mutate and die',
       'the squirrels would have that vitamin in their system'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if some nutrients are in the soil then those nutrients are in the food chain,0.8,1.6,9d751854d9,91
9-111,The instance of which of the following colliding and causing death is considered to happen?,"{'text': array(['Trees', 'Buildings', 'Animals', 'Electronics'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,buildings collapsing often cause death,1.0,0.8,6fcf2544e8,91
13-683,In the food chain process an animal has the role of consumer which eats producers for what?,"{'text': array(['grass', 'sea', 'water flow', 'sustenance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,In the food chain process an animal has the role of consumer which eats producers for food,1.0,2.0,1e6dc77bb6,91
501,"What contributes more, though less than some believe, to the lung damage caused by smoking?","{'text': array(['smoking less', 'switching to chewing', 'no filters',
       'switching to e-cigs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,smoking causes direct damage to the lungs,0.8,2.0,a9f90f5da1,91
