Unnamed: 0,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
1977,10-1118,Un corps mort deviendra ce que si exposé à l'air,"{'text': array(['restes chauds', 'restes frais', 'restes humides',
       'restes squelettiques'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"Dans le processus de la chaîne alimentaire, les bactéries ont le rôle de décomposeur",0.8,1.0,0d935542d3
1978,10-1120,Les reptiles peuvent être,"{'text': array(['grincheux', 'sans cerveau', 'magique', 'cervidés de pois'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reptiles pondent des œufs,1.0,1.2,cee82219a0
1979,10-1121,Quelle est la source d'énergie pour les animaux?,"{'text': array(['grains', 'air', 'espace', 'soleil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la nourriture est une source d'énergie pour les animaux,1.0,2.0,1e6dc77bb6
1980,10-1122,"Quand une chanson est jouée, vos oreilles peuvent","{'text': array(['modifier la source', 'réarranger le pas', 'dans la musique',
       'percevoir le rythme'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"lorsque le son atteint l'oreille, ce son peut être entendu",0.8,1.8,0d935542d3
1981,10-1123,Certains pays rendent illégale l'introduction de certaines espèces d'animaux qui se reproduisent très rapidement car cela conduira à,"{'text': array(['extinction', 'lait', 'sous-population', 'surpopulation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si la population d'un organisme augmente alors l'écosystème peut devenir surpeuplé avec cet organisme,1.0,2.0,bdb4135787
1982,10-1124,Un objet à l'intérieur d'un congélateur deviendra moins excité par l'énergie,"{'text': array(['froid', 'ronde', 'chaud', 'nerveux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,quelque chose dans un endroit froid devient froid,1.0,2.0,dc78319bb0
1983,10-1125,La transpiration laissant le torse par évaporation aide,"{'text': array([""étancher c'est la soif"", 'chauffer', 'calme-toi', 'lavez-le'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la sueur refroidit un corps,1.0,2.0,dc78319bb0
1984,10-1126,Un type d'animal qui peut jeter est un,"{'text': array(['grenouille', 'singe', 'poulet', 'saumon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,c'est quand un animal perd les cheveux,1.0,1.8,7189327f06
1985,10-1127,Un garçon met du vinaigre dans un verre de javel et trouve,"{'text': array(['les deux sont congelés', 'ennui goût bon', 'les deux sont secs',
       'les deux sont ajustés'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,combiner deux substances provoque chimiquement des réactions chimiques,1.0,1.2,b356d338b7
1986,10-1128,Transpiration,"{'text': array(['est une méthode de contrôle des engrais dans les roses',
       'est un mécanisme de contrôle de la croissance des racines dans les tournesols',
       'est un mécanisme de contrôle pour H20 dans les jonquilles',
       ""est une méthode de contrôle de l'argon dans les pivoines""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les plantes contrôlent la quantité d'eau dans leurs feuilles par transpiration,1.0,1.0,a8ecf6eaeb
1987,10-1129,Quelqu'un affamé peut être sauvé avec,"{'text': array([""de l'eau"", 'pommiers', 'une feuille séchée', 'une noix de coco'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un animal a besoin de nutriments pour survivre,1.0,1.6,0d935542d3
1988,10-1130,"Un sac en plastique est rempli de lait et placé dans une poitrine. La poitrine a un dispositif qui enlève tout l'air chaud, donc finalement, le lait","{'text': array(['tremblement', 'en mer', 'être solide', 'fondre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"point de congélation, la température au-dessous de laquelle un liquide gèle",1.0,1.2,b356d338b7
1989,10-1131,Des changements saisonniers sont apportés en réponse aux changements de quoi?,"{'text': array(['mentalité', 'bâtiments', 'sécurité environnementale', 'locales'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,des changements saisonniers sont effectués en réponse aux changements dans l'environnement,1.0,0.8,1e6dc77bb6
1990,10-1136,"Si vous vous sentez froid, c'est une bonne idée d'aller courir ou même une marche rapide parce que lorsque vous bougez, votre énergie est transformée en quoi?","{'text': array(['Chiens', 'chaleur', 'cicles', 'argent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,déplacer les changements d'énergie stockée dans le mouvement et la chaleur,1.0,2.0,bdb4135787
1991,10-1137,"Tout organisme a besoin de nourriture pour se satiété, se développer grand et fort, et aussi","{'text': array(['guérir', ""faire de l'argent"", 'amusez-vous bien', 'pleurer'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un animal a besoin de nutriments pour grandir et guérir,1.0,1.6,bdb4135787
1992,10-1138,Les racines d'une plante se décomposent comme les racines font quoi ?,"{'text': array(['pourriture', 'vieillir', 'développement', 'dcérase'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les racines d'une plante décomposent lentement les roches à mesure que les racines poussent,1.0,1.2,1e6dc77bb6
1993,10-1139,Tous les platypus femelles ',"{'text': array(['pondre des œufs', 'donner naissance vivante',
       'reframe de reproduction', 'donner une aide à la vie'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une progéniture maternelle,0.8,1.6,dc78319bb0
1994,10-1140,Un cerf est tué et le corps est détruit par des vers et des bactéries. Le corps du cerf est,"{'text': array(['plus grande', 'a une masse inférieure', 'invisible',
       'de la même forme'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,décomposer un objet change la forme et la masse de l'objet,1.0,2.0,b356d338b7
1995,10-1142,Le soleil est bon pour,"{'text': array(['Autres', 'Produits', 'Bâtiments', 'Voitures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une planète est exposée à la chaleur de l'étoile autour de laquelle elle tourne,1.0,1.2,cee82219a0
1996,10-1143,Le visage lunaire semble changer 52 fois,"{'text': array(['un millénaire', 'un mois', 'une journée', 'annuel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une phase de lune différente se produit une fois par semaine,1.0,1.8,dc78319bb0
1997,10-1144,Combien de fois la Terre accomplit-elle une révolution autour du soleil en une décennie ?,"{'text': array(['douze', 'une', 'dix', 'deux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une révolution complète de la Terre autour du soleil prend une année solaire,1.0,2.0,7189327f06
1998,10-1145,Qu'arrivera-t-il au gaz une fois chauffé?,"{'text': array(['fusion', 'congélation', ""l'ascension"", 'refroidissement'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"si le gaz est chauffé, alors ce gaz s'élèvera",1.0,1.2,1e6dc77bb6
1999,10-1146,"Si un animal est formé à faire quelque chose, c'est un appris quoi?","{'text': array(['mode de conduite', 'sensation', 'émotion', 'sensation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,si un animal est entraîné à faire quelque chose alors que quelque chose est un comportement appris,1.0,1.6,1e6dc77bb6
2000,10-1151,"Un nuage devient gras, lourd et sombre. Le ciel devient plus sombre. La prochaine étape à attendre est","{'text': array(['glace', 'précipitations', 'soleil', 'fleurs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la vapeur d'eau se condensant dans les nuages provoque la pluie,1.0,2.0,b356d338b7
2001,10-1152,"Combien de temps un ours pourrait - il rester dans sa tanière sans manger, boire ou excréter après novembre?","{'text': array(['Les premières semaines de décembre',
       ""Jusqu'à ce qu'il entende l'appel des sauvages"",
       'Pendant une vingtaine de semaines',
       ""jusqu'à ce que les chasseurs le tuent pour sa peau""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'hibernation est utilisée pour conserver les ressources par certains animaux,1.0,1.2,7c933a44d8
2002,10-1153,Une amibe est un individu unique qui,"{'text': array(['se fait des amis', 'a plusieurs utilisations',
       'travaille ensemble', 'existe solitaire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un organisme unicellulaire peut survivre sans l'aide d'autres cellules,0.8,0.83,b356d338b7
2003,10-1154,"Compost, petites roches et matières organiques","{'text': array(['air', 'pierre', 'terres', 'eau'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une plante a besoin de terre pour pousser,1.0,1.67,dc78319bb0
2004,10-1155,La pluie et la cause de l'érosion?,"{'text': array(['vannes à vent', 'soleil', 'béton', 'projets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le vent et la pluie provoquent l'érosion,1.0,1.67,1e6dc77bb6
2005,10-1156,"Une vache mange du foin, une pomme et un morceau de pain. Dans son ventre","{'text': array(['pourriture alimentaire', 'la nourriture se dissout',
       'la nourriture fond', 'la nourriture pousse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le système digestif brise les aliments en nutriments pour le corps,1.0,1.67,b356d338b7
2006,10-1159,la Terre tournant sur son axe fait que le soleil semble se déplacer à travers le ciel pendant quoi ?,"{'text': array(['heures sombres', 'défaut de lumière solaire', 'nuit',
       'heures de réveil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la Terre tournant sur son axe fait que le soleil semble se déplacer à travers le ciel pendant la journée,1.0,1.6,1e6dc77bb6
2007,10-1162,Dans le processus de photosynthèse quel est le rôle de la matière première?,"{'text': array(['eau', 'CO2', 'vent', 'terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"Dans le processus de photosynthèse, le dioxyde de carbone a le rôle de matière première",0.8,0.0,1e6dc77bb6
2008,10-1163,Une souris est composée de,"{'text': array(['paille', 'matière organique', 'laitière', 'boutons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un organisme est une source de matière organique,1.0,2.0,dc78319bb0
2009,10-1166,Les caméras réfléchissent,"{'text': array(['une personne', 'bonnes décisions', 'Rayons UV', 'les étoiles'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les lentilles teintées reflètent les rayons ultraviolets,1.0,2.0,dc78319bb0
2010,10-1167,"Un chat montre que la nourriture est placée sur une surface élevée. Le chat doit manger la nourriture pour vivre, donc le chat","{'text': array(['apprend à porter des vêtements', 'apprend à manger des abeilles',
       'apprend à sauter plus haut', 'apprend à cuisiner des aliments'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,adaptation est quand un organisme développe un trait au fil du temps pour la survie,1.0,1.6,b356d338b7
2011,10-1168,Les plantes peuvent utiliser quoi comme pollinisateur?,"{'text': array([""cire d'abeilles"", 'petits oiseaux disparus', 'rhinocéros',
       'air venteux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,pollinisation lorsque le vent transporte du pollen d'une fleur à une autre,0.8,0.8,52dbc5c7af
2012,10-1171,Le symbole national pour les États-Unis serait très probablement manger,"{'text': array(['céphalées', 'oiseaux', 'moustiques', 'saumon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les aigles mangent du poisson,0.83,1.0,474293f37c
2013,10-1173,Qu'est-ce qui est utilisé pour attraper des proies par certains oiseaux?,"{'text': array(['une facture', 'feu', 'filets', 'tasses'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un bec est utilisé pour attraper des proies par certains oiseaux,1.0,2.0,1e6dc77bb6
2014,10-1174,"Si vous le construisez, ils viendront aussi travailler pour les animaux aquatiques, comme quand il y a plus d'eau:","{'text': array([""moins d'animaux aquatiques"",
       ""ils augmentent avec l'intervention humaine"",
       'leur nombre augmentera', 'ils resteront stagnants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"à mesure que l'eau augmente dans un environnement, la population d'animaux aquatiques augmentera",1.0,1.67,a9f90f5da1
2015,10-1175,"Si un terrain de mille milles de large a de l'eau, de la nourriture, un abri, de l'air pur et un bon climat, alors","{'text': array(['les organismes vont lutter avec elle',
       'les organismes le peupleront', 'les organismes vont mourir',
       ""les organismes l'éviteront""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que les ressources disponibles augmentent, la population d'un organisme qui utilise ces ressources augmentera",1.0,2.0,b356d338b7
2016,10-1176,Qu'est-ce qu'une mouche trouverait le plus convaincant ?,"{'text': array([""un film de science fiction mettant en vedette l'acteur Jeff Goldblum"",
       'un siège de toilette frotté avec bicarbonate de soude et vinaigre',
       'une solution saline pour les lentilles de contact',
       'un steak oublié sur un comptoir pendant toute une journée'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'odeur de la viande pourrie attire les mouches,1.0,2.0,7c933a44d8
2017,10-1177,"Avec un souverain, je peux mesurer","{'text': array(['sentiments', 'amour', 'air', 'un téléphone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une règle est utilisée pour mesurer la longueur d'un objet,1.0,2.0,cee82219a0
2018,10-1178,"Les quatre étapes du cycle de l'eau sont l'évaporation, la condensation, les précipitations et la collecte. Que se passe-t-il après la dernière étape de ce cycle, et tous les cycles?","{'text': array(['explosion', 'une nouvelle étape', 'il répète', 'ça finit'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un cycle se produit à plusieurs reprises,1.0,2.0,bdb4135787
2019,10-1179,Une lumière est allumée et le circuit est fermé,"{'text': array(['la maison est vieille', 'les connexions se réchauffent',
       'la lumière est éteinte', 'la lumière est brisée'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,courant électrique passant par un fil fait chauffer ce fil,0.8,2.0,b356d338b7
2020,10-1180,Une industrie qui crée beaucoup de déchets est :,"{'text': array([""Sociétés d'énergie solaire"", 'Entreprises de recyclage',
       ""sociétés de production d'eau"", 'Entreprises de nettoyage'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les procédés produisent parfois des déchets,0.8,0.8,cee82219a0
2021,10-1181,Un oiseau peut être sauvé dans un hiver rude s'il est conduit à localiser un,"{'text': array(['long tige métallique', 'petit sanctuaire tigre',
       'provisions en stock', 'téléphone simple'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les nourrisseurs attirent les animaux vers un endroit,1.0,1.33,b356d338b7
2022,10-1182,Les colibris peuvent aider à la croissance,"{'text': array(['voitures', 'bâtiments', 'fourmis', 'tulipes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Un exemple de dispersion des graines est les animaux qui mangent des graines,1.0,2.0,cee82219a0
2023,10-1183,"Si un circuit électrique a six chemins et un autre circuit électrique a un chemin, le circuit à six chemins est","{'text': array(['vraiment cassé', 'singulier', 'équidistant', 'brûlant lentement'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"si l'électricité circule le long de plus d'une voie, le circuit est parallèle",1.0,1.2,b356d338b7
2024,10-1185,Une plante de corail prospérera dans,"{'text': array(['profondeur', 'jungles', 'arctique', 'peu profonds'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,habituellement le corail vit dans l'eau chaude,0.8,2.0,b356d338b7
2025,10-1186,Un jour nuageux,"{'text': array(['la pluie est invisible', 'les nuages sont partis',
       'le ciel est plus bleu', 'le soleil est moins visible'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,nuageux signifie la présence de nuages dans le ciel,1.0,2.0,b356d338b7
2026,10-1187,Les amphibiens comme les grenouilles commencent leur vie dans les oeufs,"{'text': array([""l'étang devant"", 'dans un feu de camp', ""au tour de l'air"",
       ""sombre sous le ventre de l'herbe""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les amphibiens éclosent des œufs,0.8,1.6,cee82219a0
2027,10-1189,Le pain déjà cuit nécessite l'utilisation,"{'text': array(['mélange de gluten non transformé', 'un conducteur thermique',
       'un snowboard', 'un flux énergétique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un conducteur d'énergie thermique transfère la chaleur des objets plus chauds aux objets plus froids,1.0,1.4,7c933a44d8
2028,10-1190,Une personne peut être frappé dans la poitrine sans que le cœur s'arrête parce que,"{'text': array(['croûte musculaire', 'les côtes le gardent',
       'les cœurs sont la pierre', 'les cœurs sont creux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le système squelettique protège les organes internes,1.0,2.0,b356d338b7
2029,10-1195,Vous pouvez recharger votre iPhone en utilisant,"{'text': array(['cubes de glace', 'argent', 'vent', 'pets de pommes congelés'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le vent est une source d'énergie,1.0,1.2,7c933a44d8
2030,10-1196,Un exemple précoce d'exploitation de l'énergie éolienne serait,"{'text': array(['licornes', 'santas volant des rennes', 'des discours venteux',
       'tissu sur mâts'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le vent est une source d'énergie,1.0,2.0,e223f36ae0
2031,10-1197,Le coucher du soleil se produit,"{'text': array(['30 jours en janvier', '28 jours en février',
       'tous les deux jours en avril', 'tous les trois jours en mai'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le coucher du soleil se produit une fois par jour,0.8,2.0,a8ecf6eaeb
2032,10-1198,Une plante doit utiliser ses racines pour déplacer des choses essentielles,"{'text': array(['à la saleté', 'vers le ciel', 'au plasma', 'aux bourgeons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les racines sont un moyen d'absorber l'eau et les nutriments du sol dans la plante,0.8,2.0,b356d338b7
2033,10-1199,Comment mettre les mains sur les globules blancs ?,"{'text': array(['peindre une clôture', 'rejoindre un gang', 'visiter une prison',
       'pop une pustule'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,globules blancs détruit les agents pathogènes dans le corps,1.0,2.0,7c933a44d8
2034,10-1200,Une personne coincée seule dans les bois pourrait se maintenir un peu plus protégé en construisant un,"{'text': array(['cage', 'horloge', 'tépée', 'religion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un abri peut protéger les humains des intempéries,0.8,2.0,b356d338b7
2035,10-1201,Les dauphins utilisent l'écholocation pour chasser,"{'text': array(['santa claus', 'enfants scolarisés', 'savoureux morsels',
       'direction dans la vie'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la chasse exige la détection des proies,1.0,1.6,e223f36ae0
2036,10-1205,Une balle est jetée à une personne qui la manque et est incapable de l'attraper ainsi,"{'text': array(['il gémit', 'elle tombe', 'ça marche', 'il flotte'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,tomber quelque chose fait tomber quelque chose,1.0,2.0,b356d338b7
2037,10-1207,De nouveaux véhicules hydroélectriques entraîneront des stations-service,"{'text': array([""finalement gagner beaucoup d'argent"",
       'le gouverneur de Californie a fait exploser',
       ""finalement perdre beaucoup d'argent"",
       'croissance record du troisième trimestre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"à mesure que l'utilisation de carburants de remplacement augmente, l'utilisation de l'essence diminuera",1.0,2.0,7c933a44d8
2038,10-1208,Laquelle est une caractéristique apprise?,"{'text': array(['cheveux longs', 'un gros nez', 'faire la lessive', 'yeux bleus'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,faire des tâches est une caractéristique apprise,0.8,2.0,7c933a44d8
2039,10-1209,la diminution de quelque chose requise par un organisme a un impact négatif sur cet organisme quoi?,"{'text': array(['sol', 'être', 'couteau de survie', 'bois'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la diminution de quelque chose requis par un organisme a un impact négatif sur la survie de cet organisme,0.8,1.2,1e6dc77bb6
2040,10-1210,Caractéristiques de la photosynthèse,"{'text': array(['organismes unicellulaires', 'humains', 'chats', 'poissons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une feuille effectue une photosynthèse,1.0,1.2,cee82219a0
2041,10-1211,Quand un lac reçoit trop de pluie,"{'text': array(['bien au-delà des banques', 'sens inverse du débit',
       ""moins c'est le niveau d'eau"", 'sécher tous ensemble'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"quand un plan d'eau reçoit plus d'eau qu'il ne peut contenir, une inondation se produit",1.0,1.6,dc78319bb0
2042,10-1212,L'énergie solaire appelée soleil provient de,"{'text': array(['jupiter', ""centre de l'univers"", 'notre étoile céleste',
       'espace profond'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le soleil est la source d'énergie solaire appelée soleil,1.0,2.0,dc78319bb0
2043,10-1214,Quel ingrédient peut causer des changements chimiques?,"{'text': array(['amandes', 'lait', ""jus d'agrumes"", ""huile d'olive""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,acide peut provoquer des changements chimiques,0.8,1.6,7189327f06
2044,10-1217,la matière est faite de quoi ?,"{'text': array(['atomes unis', 'son', 'sentiments', ""liens d'amitié""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la matière est faite de molécules,1.0,2.0,1e6dc77bb6
2045,10-1218,Que produit un sèche-main?,"{'text': array(['croissance', 'argent', 'carbures', 'la chaleur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un sèche-main produit de la chaleur,1.0,1.6,1e6dc77bb6
2046,10-1219,Dépressions dans les matériaux de construction qui se remplissent d'eau glacée,"{'text': array(['décomposer', 'effondrement', 'contrat', 'élargir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"quand l'eau gèle, que l'eau se développe",1.0,2.0,7c933a44d8
2047,10-1220,Liz a 72 ans. Mustang s'est arrêté sur l'autoroute parce qu'il était à court de carburant. De quoi a-t-elle besoin ?,"{'text': array(['une prise électrique disponible', ""Produit dérivé de l'huile"",
       'un panneau solaire propre', 'un nouvel ensemble de bougies'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,l'huile est une source d'essence,1.0,2.0,3f32b550f3
2048,10-1221,Une surface très polie,"{'text': array([""absorber l'énergie légère"", ""rediriger l'énergie lumineuse"",
       'attirer les ombres', 'bris'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les choses brillantes reflètent la lumière,1.0,2.0,dc78319bb0
2049,10-1226,Un skunk produit un mauvais quoi ?,"{'text': array(['produits alimentaires', 'reek', 'ordinateur', 'titre'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un skunk produit une mauvaise odeur,1.0,1.0,1e6dc77bb6
2050,11-1,Qui suivra directement l'apparition des nuages gris ?,"{'text': array(['OVNI', 'avions', 'manches', 'tsunami'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les nuages gris sont une source de précipitations,1.0,1.8,7b06152ffc
2051,11-2,"Un porcelet a été accidentellement piétiné. Afin de guérir, le porcelet est offert","{'text': array(['un nouveau jouet', 'un chiot de compagnie', 'slop',
       'un bain chaud'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un animal a besoin de nutriments pour grandir et guérir,0.8,1.0,b356d338b7
2052,11-4,Un papillon qui subit une métamorphose changera,"{'text': array(['sexe', 'forme', 'espèce', 'religion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une mite subit une métamorphose,1.0,2.0,b356d338b7
2053,11-5,Un oiseau particulier a des plumes multicolores très lumineuses. Ça pourrait les aider,"{'text': array(['trouver la mère de ses futurs enfants',
       'attirer un avion pour les sauver',
       'trouver une bonne source de nourriture',
       'devenir célèbre dans les films'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la coloration est utilisée pour trouver un partenaire par certains animaux,1.0,2.0,3f32b550f3
2054,11-7,Un lapin pourrait mourir si,"{'text': array([""il n'a pas assez d'argent pour acheter de la nourriture"",
       'toute la verdure a été brûlée dans un feu',
       'toutes les proies du lapin ont disparu',
       'tous les autres lapins la rejettent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un animal a besoin de suffisamment de nutriments pour survivre,1.0,2.0,3f32b550f3
2055,11-8,Lequel est le moins massif ?,"{'text': array(['la Terre', 'la lune', 'le soleil', 'le système solaire'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la terre a plus de masse que la lune,1.0,2.0,7b06152ffc
2056,11-9,Lequel d'entre eux est un effet secondaire de l'agriculture végétale?,"{'text': array(['clowns', 'chiens heureux', 'maladie des engrais', 'chats'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le ruissellement contient des engrais provenant des terres cultivées,1.0,2.0,0317ce7c33
2057,11-11,Causes de chaleur,"{'text': array(['eau pour se tourner vers la vapeur dans un processus appelé condensation',
       'eau à fondre dans un processus appelé condensation',
       ""l'eau pour se tourner vers la vapeur dans un processus appelé évaporation"",
       'eau à fondre dans un processus appelé abomination'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,évaporation lorsque l'eau est ramenée dans l'air pendant le cycle de l'eau,0.8,2.0,7b06152ffc
2058,11-13,Qui est susceptible d'être vu au zoo?,"{'text': array(['un ours polaire dans la jungle', 'a zèbre dans la zone arctique',
       'un alligator dans le zoo pour animaux de compagnie',
       'un serpent sous une lampe chaude'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,certains animaux vivent dans des expositions zoologiques,1.0,2.0,7b06152ffc
2059,11-18,Une combinaison réussie de choses est,"{'text': array(['tomates et poivrons', 'nylon et tapis', 'lait et miel',
       'sable et chaussettes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de combinaison de deux substances déverse une substance dans l'autre,0.8,1.0,b356d338b7
2060,11-20,"À New York, qu'attendez-vous en décembre ?","{'text': array(['moins de lumière du jour', 'moins de pluie', 'moins de temps',
       'moins clair de lune'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"lorsque la saison change, la quantité de lumière du jour changera",0.8,1.4,7b06152ffc
2061,11-21,Où est-ce qu'une rivière coule vers le bas ?,"{'text': array(['au zoo', 'au bord de la montagne', 'sur la prairie',
       'sur terrain plat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la pente du terrain provoque un écoulement d'une rivière dans une direction particulière,1.0,1.6,7b06152ffc
2062,11-23,"Les cerfs, les requins, les humains et les roses partagent quelle activité commune?","{'text': array(['manger du fromage', 'mariage', 'défécation',
       'construction de navires'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,toutes les choses vivantes éliminent les déchets,1.0,1.2,b356d338b7
2063,11-25,D'où vient l'ardoise du schiste ?,"{'text': array(['hauteur', 'compression', 'gravité', 'acier'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le schiste peut être métamorphosé en ardoise par une pression accrue,1.0,1.4,7b06152ffc
2064,11-27,Où serait l'environnement le plus sec?,"{'text': array(['la toundra arctique', 'le désert de Gobi', 'la mer de Salton',
       'la forêt tropicale'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un environnement désertique est sec,1.0,2.0,7b06152ffc
